site_name,site_type,latitude,longitude
Mumbai Industrial Site 0578,Thermal Power Plant,18.82405,73.24939
Kolkata Industrial Site 0579,Manufacturing Unit,22.69169,88.52316
Chennai Industrial Site 0580,Industrial Estate,12.85548,80.08721
Bengaluru Industrial Site 0581,Power Plant,12.89847,77.36939
Hyderabad Industrial Site 0582,Steel Plant,17.25094,78.56013
Ahmedabad Industrial Site 0583,Cement Plant,23.26939,72.216
Pune Industrial Site 0584,Refinery,18.60541,73.59161
Jaipur Industrial Site 0585,Chemical Plant,27.0253,75.4379
Lucknow Industrial Site 0586,Textile Industry,27.08229,80.71651
Kanpur Industrial Site 0587,Paper Mill,26.31261,80.26718
Patna Industrial Site 0588,Thermal Power Plant,25.76825,85.12567
Bhopal Industrial Site 0589,Manufacturing Unit,23.34349,77.4444
Indore Industrial Site 0590,Industrial Estate,22.58262,75.82394
Nagpur Industrial Site 0591,Power Plant,21.15068,79.00955
Surat Industrial Site 0592,Steel Plant,21.29529,72.89363
Vadodara Industrial Site 0593,Cement Plant,22.05104,73.17162
Rajkot Industrial Site 0594,Refinery,22.40668,70.84263
Ranchi Industrial Site 0595,Chemical Plant,23.5493,85.07149
Jamshedpur Industrial Site 0596,Textile Industry,22.60089,86.40559
Bhubaneswar Industrial Site 0597,Paper Mill,20.21587,85.56327
Visakhapatnam Industrial Site 0598,Thermal Power Plant,17.8122,83.13897
Vijayawada Industrial Site 0599,Manufacturing Unit,16.675,80.96409
Coimbatore Industrial Site 0600,Industrial Estate,11.07328,76.91922
Kochi Industrial Site 0601,Power Plant,10.08775,76.34965
Guwahati Industrial Site 0602,Steel Plant,26.06075,91.67489
Ludhiana Industrial Site 0603,Cement Plant,30.63472,75.91025
Amritsar Industrial Site 0604,Refinery,31.93305,74.84098
Bikaner Industrial Site 0605,Chemical Plant,28.18615,73.55432
Jodhpur Industrial Site 0606,Textile Industry,26.19585,73.00089
Raipur Industrial Site 0607,Paper Mill,21.32243,81.6211
Durgapur Industrial Site 0608,Thermal Power Plant,23.59693,87.4599
Asansol Industrial Site 0609,Manufacturing Unit,23.97293,86.98324
Gaya Industrial Site 0610,Industrial Estate,24.70531,85.001
Begusarai Industrial Site 0611,Power Plant,25.27512,86.4201
Munger Industrial Site 0612,Steel Plant,25.41355,86.37603
Bokaro Industrial Site 0613,Cement Plant,23.64718,85.91833
Faridabad Industrial Site 0614,Refinery,28.34966,77.23178
Gurugram Industrial Site 0615,Chemical Plant,28.41368,77.34325
Noida Industrial Site 0616,Textile Industry,28.66164,77.34998
Kota Industrial Site 0617,Paper Mill,25.44091,75.78574
Agra Industrial Site 0618,Thermal Power Plant,27.10744,78.0473
Nashik Industrial Site 0619,Manufacturing Unit,20.05537,74.11268
Aurangabad Industrial Site 0620,Industrial Estate,19.59112,75.23226
Thane Industrial Site 0621,Power Plant,19.07791,72.78191
Jalandhar Industrial Site 0622,Steel Plant,31.39052,75.3094
Panipat Industrial Site 0623,Cement Plant,29.37723,77.18877
Vapi Industrial Site 0624,Refinery,20.12741,72.70139
Delhi Industrial Site 0625,Chemical Plant,28.58227,77.00968
Mumbai Industrial Site 0626,Textile Industry,19.54429,73.16149
Kolkata Industrial Site 0627,Paper Mill,22.43635,88.03086
Chennai Industrial Site 0628,Thermal Power Plant,13.13367,79.92715
Bengaluru Industrial Site 0629,Manufacturing Unit,13.26145,77.58238
Hyderabad Industrial Site 0630,Industrial Estate,17.20542,78.55253
Ahmedabad Industrial Site 0631,Power Plant,23.37776,72.67046
Pune Industrial Site 0632,Steel Plant,18.84083,73.88362
Jaipur Industrial Site 0633,Cement Plant,26.70798,75.78276
Lucknow Industrial Site 0634,Refinery,26.86205,80.92716
Kanpur Industrial Site 0635,Chemical Plant,26.61986,80.19012
Patna Industrial Site 0636,Textile Industry,25.7304,85.14366
Bhopal Industrial Site 0637,Paper Mill,23.34962,77.28521
Indore Industrial Site 0638,Thermal Power Plant,22.55314,75.99687
Nagpur Industrial Site 0639,Manufacturing Unit,21.09588,78.99132
Surat Industrial Site 0640,Industrial Estate,20.90183,72.86469
Vadodara Industrial Site 0641,Power Plant,22.39285,73.05823
Rajkot Industrial Site 0642,Steel Plant,22.15129,70.81652
Ranchi Industrial Site 0643,Cement Plant,23.16062,85.4108
Jamshedpur Industrial Site 0644,Refinery,22.88331,86.16106
Bhubaneswar Industrial Site 0645,Chemical Plant,20.33391,85.80186
Visakhapatnam Industrial Site 0646,Textile Industry,17.72127,83.2808
Vijayawada Industrial Site 0647,Paper Mill,16.43474,80.57077
Coimbatore Industrial Site 0648,Thermal Power Plant,11.01952,77.04323
Kochi Industrial Site 0649,Manufacturing Unit,10.18158,76.41047
Guwahati Industrial Site 0650,Industrial Estate,25.79065,91.7343
Ludhiana Industrial Site 0651,Power Plant,31.00402,75.83416
Amritsar Industrial Site 0652,Steel Plant,31.79082,74.79259
Bikaner Industrial Site 0653,Cement Plant,28.30332,73.22312
Jodhpur Industrial Site 0654,Refinery,26.07295,72.91813
Raipur Industrial Site 0655,Chemical Plant,21.14368,81.84274
Durgapur Industrial Site 0656,Textile Industry,23.36525,87.06832
Asansol Industrial Site 0657,Paper Mill,23.39971,87.02737
Gaya Industrial Site 0658,Thermal Power Plant,25.07092,85.30765
Begusarai Industrial Site 0659,Manufacturing Unit,25.50067,86.30457
Munger Industrial Site 0660,Industrial Estate,25.33938,86.33427
Bokaro Industrial Site 0661,Power Plant,23.83888,85.98761
Faridabad Industrial Site 0662,Steel Plant,28.75707,77.05113
Gurugram Industrial Site 0663,Cement Plant,28.37324,77.07382
Noida Industrial Site 0664,Refinery,28.43928,77.17707
Kota Industrial Site 0665,Chemical Plant,25.19866,75.7875
Agra Industrial Site 0666,Textile Industry,27.45005,77.85143
Nashik Industrial Site 0667,Paper Mill,19.59209,73.86651
Aurangabad Industrial Site 0668,Thermal Power Plant,20.02307,75.42143
Thane Industrial Site 0669,Manufacturing Unit,19.06216,73.07066
Jalandhar Industrial Site 0670,Industrial Estate,31.32246,75.6085
Panipat Industrial Site 0671,Power Plant,29.14788,76.82489
Vapi Industrial Site 0672,Steel Plant,20.13248,72.96611
Delhi Industrial Site 0673,Cement Plant,28.66712,77.42636
Mumbai Industrial Site 0674,Refinery,18.89532,72.86796
Kolkata Industrial Site 0675,Chemical Plant,22.5992,88.5738
Chennai Industrial Site 0676,Textile Industry,13.01327,80.16664
Bengaluru Industrial Site 0677,Paper Mill,12.87259,77.61088
Hyderabad Industrial Site 0678,Thermal Power Plant,17.46688,78.32196
Ahmedabad Industrial Site 0679,Manufacturing Unit,23.06845,72.71212
Pune Industrial Site 0680,Industrial Estate,18.40399,73.70039
Jaipur Industrial Site 0681,Power Plant,26.63643,75.72249
Lucknow Industrial Site 0682,Steel Plant,26.8125,81.07798
Kanpur Industrial Site 0683,Cement Plant,26.32669,80.36263
Patna Industrial Site 0684,Refinery,25.29338,85.15088
Bhopal Industrial Site 0685,Chemical Plant,23.37262,77.38913
Indore Industrial Site 0686,Textile Industry,22.51995,75.87866
Nagpur Industrial Site 0687,Paper Mill,21.17013,78.9885
Surat Industrial Site 0688,Thermal Power Plant,21.18583,72.80331
Vadodara Industrial Site 0689,Manufacturing Unit,22.48388,73.09559
Rajkot Industrial Site 0690,Industrial Estate,22.16442,70.77588
Ranchi Industrial Site 0691,Power Plant,23.5448,85.07949
Jamshedpur Industrial Site 0692,Steel Plant,22.80697,86.40087
Bhubaneswar Industrial Site 0693,Cement Plant,20.22819,85.93361
Visakhapatnam Industrial Site 0694,Refinery,17.58145,83.19189
Vijayawada Industrial Site 0695,Chemical Plant,16.51274,80.80401
Coimbatore Industrial Site 0696,Textile Industry,11.00098,77.11473
Kochi Industrial Site 0697,Paper Mill,9.65478,76.24367
Guwahati Industrial Site 0698,Thermal Power Plant,26.4293,91.80786
Ludhiana Industrial Site 0699,Manufacturing Unit,31.04678,75.86371
Amritsar Industrial Site 0700,Industrial Estate,31.8291,74.74562
Bikaner Industrial Site 0701,Power Plant,28.14293,73.37625
Jodhpur Industrial Site 0702,Steel Plant,26.00212,72.75782
Raipur Industrial Site 0703,Cement Plant,21.37694,81.33511
Durgapur Industrial Site 0704,Refinery,23.65788,87.29585
Asansol Industrial Site 0705,Chemical Plant,23.91151,87.05737
Gaya Industrial Site 0706,Textile Industry,24.69636,85.07473
Begusarai Industrial Site 0707,Paper Mill,25.28163,86.15746
Munger Industrial Site 0708,Thermal Power Plant,25.28545,86.80291
Bokaro Industrial Site 0709,Manufacturing Unit,23.60935,86.21581
Faridabad Industrial Site 0710,Industrial Estate,28.57922,77.57511
Gurugram Industrial Site 0711,Power Plant,28.25793,76.99468
Noida Industrial Site 0712,Steel Plant,28.46764,77.24325
Kota Industrial Site 0713,Cement Plant,25.22904,75.92677
Agra Industrial Site 0714,Refinery,27.16269,78.11844
Nashik Industrial Site 0715,Chemical Plant,19.76428,73.70577
Aurangabad Industrial Site 0716,Textile Industry,19.86534,75.29048
Thane Industrial Site 0717,Paper Mill,19.33372,72.95572
Jalandhar Industrial Site 0718,Thermal Power Plant,31.276,75.60766
Panipat Industrial Site 0719,Manufacturing Unit,29.49372,77.10112
Vapi Industrial Site 0720,Industrial Estate,19.98043,73.31832
Delhi Industrial Site 0721,Power Plant,28.80974,77.16488
Mumbai Industrial Site 0722,Steel Plant,18.80006,72.69448
Kolkata Industrial Site 0723,Cement Plant,22.70935,88.677
Chennai Industrial Site 0724,Refinery,13.19735,80.32948
Bengaluru Industrial Site 0725,Chemical Plant,12.83481,77.443
Hyderabad Industrial Site 0726,Textile Industry,17.3524,78.48279
Ahmedabad Industrial Site 0727,Paper Mill,23.0579,72.80302
Pune Industrial Site 0728,Thermal Power Plant,18.6965,73.90891
Jaipur Industrial Site 0729,Manufacturing Unit,26.71587,75.59928
Lucknow Industrial Site 0730,Industrial Estate,26.88437,80.95057
Kanpur Industrial Site 0731,Power Plant,26.8597,80.41174
Patna Industrial Site 0732,Steel Plant,25.63447,85.24885
Bhopal Industrial Site 0733,Cement Plant,23.30376,77.21957
Indore Industrial Site 0734,Refinery,22.82313,75.98077
Nagpur Industrial Site 0735,Chemical Plant,21.09887,79.03424
Surat Industrial Site 0736,Textile Industry,20.82481,72.9597
Vadodara Industrial Site 0737,Paper Mill,22.36085,73.16958
Rajkot Industrial Site 0738,Thermal Power Plant,22.42642,70.66707
Ranchi Industrial Site 0739,Manufacturing Unit,23.24179,84.98602
Jamshedpur Industrial Site 0740,Industrial Estate,22.71596,86.2425
Bhubaneswar Industrial Site 0741,Power Plant,19.95674,85.59831
Visakhapatnam Industrial Site 0742,Steel Plant,17.62574,83.21464
Vijayawada Industrial Site 0743,Cement Plant,16.4226,80.67786
Coimbatore Industrial Site 0744,Refinery,10.76777,77.17858
Kochi Industrial Site 0745,Chemical Plant,9.80704,75.99291
Guwahati Industrial Site 0746,Textile Industry,26.05009,92.01779
Ludhiana Industrial Site 0747,Paper Mill,30.94258,76.01087
Amritsar Industrial Site 0748,Thermal Power Plant,32.03302,74.81119
Bikaner Industrial Site 0749,Manufacturing Unit,27.95169,73.27647
Jodhpur Industrial Site 0750,Industrial Estate,26.35226,73.0043
Raipur Industrial Site 0751,Power Plant,21.35278,81.62181
Durgapur Industrial Site 0752,Steel Plant,23.54387,87.31118
Asansol Industrial Site 0753,Cement Plant,23.39586,86.97755
Gaya Industrial Site 0754,Refinery,24.95142,84.79611
Begusarai Industrial Site 0755,Chemical Plant,25.25823,86.20651
Munger Industrial Site 0756,Textile Industry,25.38461,86.47565
Bokaro Industrial Site 0757,Paper Mill,23.37136,86.26192
Faridabad Industrial Site 0758,Thermal Power Plant,28.51702,77.23293
Gurugram Industrial Site 0759,Manufacturing Unit,28.50668,77.23372
Noida Industrial Site 0760,Industrial Estate,28.75065,77.28841
Kota Industrial Site 0761,Power Plant,25.2524,75.83054
Agra Industrial Site 0762,Steel Plant,27.04875,77.98698
Nashik Industrial Site 0763,Cement Plant,19.68714,74.14279
Aurangabad Industrial Site 0764,Refinery,20.24963,75.16806
Thane Industrial Site 0765,Chemical Plant,19.26439,73.09651
Jalandhar Industrial Site 0766,Textile Industry,31.23231,75.44939
Panipat Industrial Site 0767,Paper Mill,29.28294,76.91339
Vapi Industrial Site 0768,Thermal Power Plant,20.2699,72.84085
Delhi Industrial Site 0769,Manufacturing Unit,28.62559,77.131
Mumbai Industrial Site 0770,Industrial Estate,19.30835,72.70662
Kolkata Industrial Site 0771,Power Plant,22.48444,88.3794
Chennai Industrial Site 0772,Steel Plant,13.13425,80.23145
Bengaluru Industrial Site 0773,Cement Plant,12.75151,77.36863
Hyderabad Industrial Site 0774,Refinery,17.71558,78.34533
Ahmedabad Industrial Site 0775,Chemical Plant,22.8709,72.52335
Pune Industrial Site 0776,Textile Industry,18.45122,73.85512
Jaipur Industrial Site 0777,Paper Mill,26.72376,75.55779
Lucknow Industrial Site 0778,Thermal Power Plant,26.75918,80.78879
Kanpur Industrial Site 0779,Manufacturing Unit,26.21412,80.34657
Patna Industrial Site 0780,Industrial Estate,25.44336,85.28289
Bhopal Industrial Site 0781,Power Plant,23.49832,77.34399
Indore Industrial Site 0782,Steel Plant,22.81629,75.81784
Nagpur Industrial Site 0783,Cement Plant,21.03344,79.3558
Surat Industrial Site 0784,Refinery,21.15518,72.63933
Vadodara Industrial Site 0785,Chemical Plant,22.25993,73.11049
Rajkot Industrial Site 0786,Textile Industry,22.15053,70.77107
Ranchi Industrial Site 0787,Paper Mill,23.38406,85.19126
Jamshedpur Industrial Site 0788,Thermal Power Plant,22.65172,86.14287
Bhubaneswar Industrial Site 0789,Manufacturing Unit,20.13434,85.9776
Visakhapatnam Industrial Site 0790,Industrial Estate,17.66973,83.16882
Vijayawada Industrial Site 0791,Power Plant,16.29569,80.5749
Coimbatore Industrial Site 0792,Steel Plant,11.0787,76.99601
Kochi Industrial Site 0793,Cement Plant,10.21255,76.3165
Guwahati Industrial Site 0794,Refinery,26.05006,91.68533
Ludhiana Industrial Site 0795,Chemical Plant,30.64189,75.35156
Amritsar Industrial Site 0796,Textile Industry,31.50159,74.84464
Bikaner Industrial Site 0797,Paper Mill,28.15547,73.40267
Jodhpur Industrial Site 0798,Thermal Power Plant,26.17155,73.04676
Raipur Industrial Site 0799,Manufacturing Unit,21.31437,81.49175
Durgapur Industrial Site 0800,Industrial Estate,23.45678,87.29584
Asansol Industrial Site 0801,Power Plant,23.69284,86.86423
Gaya Industrial Site 0802,Steel Plant,25.08707,85.1316
Begusarai Industrial Site 0803,Cement Plant,25.35091,86.19868
Munger Industrial Site 0804,Refinery,25.32556,86.67544
Bokaro Industrial Site 0805,Chemical Plant,23.94529,86.03778
Faridabad Industrial Site 0806,Textile Industry,28.26721,77.33067
Gurugram Industrial Site 0807,Paper Mill,28.74076,77.25654
Noida Industrial Site 0808,Thermal Power Plant,28.346,77.18192
Kota Industrial Site 0809,Manufacturing Unit,25.15659,75.85396
Agra Industrial Site 0810,Industrial Estate,27.36269,78.092
Nashik Industrial Site 0811,Power Plant,20.17455,73.56177
Aurangabad Industrial Site 0812,Steel Plant,19.65146,75.06587
Thane Industrial Site 0813,Cement Plant,19.42336,72.80881
Jalandhar Industrial Site 0814,Refinery,31.16195,75.65174
Panipat Industrial Site 0815,Chemical Plant,29.57712,77.07745
Vapi Industrial Site 0816,Textile Industry,20.68006,73.2089
Delhi Industrial Site 0817,Paper Mill,28.61074,77.17479
Mumbai Industrial Site 0818,Thermal Power Plant,19.13319,72.84289
Kolkata Industrial Site 0819,Manufacturing Unit,22.48871,88.55629
Chennai Industrial Site 0820,Industrial Estate,13.26806,80.3547
Bengaluru Industrial Site 0821,Power Plant,12.86516,77.71956
Hyderabad Industrial Site 0822,Steel Plant,17.68509,78.55331
Ahmedabad Industrial Site 0823,Cement Plant,22.84388,72.46767
Pune Industrial Site 0824,Refinery,18.31989,73.91971
Jaipur Industrial Site 0825,Chemical Plant,26.93143,75.89666
Lucknow Industrial Site 0826,Textile Industry,27.05009,80.79581
Kanpur Industrial Site 0827,Paper Mill,26.57655,80.49372
Patna Industrial Site 0828,Thermal Power Plant,25.44584,85.10934
Bhopal Industrial Site 0829,Manufacturing Unit,23.08699,77.21014
Indore Industrial Site 0830,Industrial Estate,22.67978,76.04529
Nagpur Industrial Site 0831,Power Plant,21.05187,79.21679
Surat Industrial Site 0832,Steel Plant,21.18689,73.16248
Vadodara Industrial Site 0833,Cement Plant,22.37773,73.12931
Rajkot Industrial Site 0834,Refinery,22.4725,70.56282
Ranchi Industrial Site 0835,Chemical Plant,23.49076,85.14287
Jamshedpur Industrial Site 0836,Textile Industry,23.02887,86.31745
Bhubaneswar Industrial Site 0837,Paper Mill,20.40403,86.25611
Visakhapatnam Industrial Site 0838,Thermal Power Plant,17.64394,83.13654
Vijayawada Industrial Site 0839,Manufacturing Unit,16.86421,80.22189
Coimbatore Industrial Site 0840,Industrial Estate,11.10727,77.29922
Kochi Industrial Site 0841,Power Plant,9.92536,76.38652
Guwahati Industrial Site 0842,Steel Plant,26.0233,91.66743
Ludhiana Industrial Site 0843,Cement Plant,31.08971,75.86936
Amritsar Industrial Site 0844,Refinery,31.83862,74.62549
Bikaner Industrial Site 0845,Chemical Plant,28.27847,73.30597
Jodhpur Industrial Site 0846,Textile Industry,26.29618,72.88331
Raipur Industrial Site 0847,Paper Mill,21.01436,81.49025
Durgapur Industrial Site 0848,Thermal Power Plant,23.66391,87.10457
Asansol Industrial Site 0849,Manufacturing Unit,23.75144,86.71976
Gaya Industrial Site 0850,Industrial Estate,24.80314,85.27944
Begusarai Industrial Site 0851,Power Plant,25.55574,86.37006
Munger Industrial Site 0852,Steel Plant,25.48729,86.7553
Bokaro Industrial Site 0853,Cement Plant,23.58787,86.51376
Faridabad Industrial Site 0854,Refinery,28.51705,77.50908
Gurugram Industrial Site 0855,Chemical Plant,28.33705,77.0395
Noida Industrial Site 0856,Textile Industry,28.52733,77.51824
Kota Industrial Site 0857,Paper Mill,25.22183,75.79931
Agra Industrial Site 0858,Thermal Power Plant,27.32336,78.04242
Nashik Industrial Site 0859,Manufacturing Unit,20.05081,73.88096
Aurangabad Industrial Site 0860,Industrial Estate,19.77436,75.46514
Thane Industrial Site 0861,Power Plant,19.26335,72.88153
Jalandhar Industrial Site 0862,Steel Plant,30.96347,75.3919
Panipat Industrial Site 0863,Cement Plant,29.20469,77.01362
Vapi Industrial Site 0864,Refinery,20.23044,73.06538
Delhi Industrial Site 0865,Chemical Plant,28.5428,77.12154
Mumbai Industrial Site 0866,Textile Industry,19.06705,72.77798
Kolkata Industrial Site 0867,Paper Mill,22.55341,88.26921
Chennai Industrial Site 0868,Thermal Power Plant,12.87091,80.54109
Bengaluru Industrial Site 0869,Manufacturing Unit,12.86083,77.55787
Hyderabad Industrial Site 0870,Industrial Estate,17.36096,78.40303
Ahmedabad Industrial Site 0871,Power Plant,23.17851,72.43726
Pune Industrial Site 0872,Steel Plant,18.62244,73.98235
Jaipur Industrial Site 0873,Cement Plant,26.85649,75.96997
Lucknow Industrial Site 0874,Refinery,26.95348,80.98422
Kanpur Industrial Site 0875,Chemical Plant,26.06662,80.45066
Patna Industrial Site 0876,Textile Industry,25.75585,85.06294
Bhopal Industrial Site 0877,Paper Mill,23.09079,77.46588
Indore Industrial Site 0878,Thermal Power Plant,22.65817,75.76844
